,phrase,label,sentiment,subjectivity,language,count
the Champs-Élysées,the Champs-Élysées,FAC,,,en,1.0
2016,2016,DATE,,,en,1.0
seventy consecutive days,seventy consecutive days,DATE,,,en,1.0
zero nine months a year,zero nine months a year,DATE,,,en,1.0
August 1944,August 1944,DATE,,,en,1.0
May 1,May 1,DATE,,,en,1.0
"today, Saturday, February 28","today, Saturday, February 28",DATE,,,en,1.0
more than a million,more than a million,CARDINAL,,,en,1.0
more than thirty,more than thirty,CARDINAL,,,en,1.0
"today, Friday","today, Friday",DATE,,,en,1.0
Orsi,Orsi,NORP,,,en,1.0
6.7,6.7,CARDINAL,,,en,1.0
40 years old,40 years old,DATE,,,en,1.0
2000,2000,DATE,,,en,1.0
this February 28th,this February 28th,DATE,,,en,1.0
Fifty,Fifty,CARDINAL,,,en,1.0
"8,000 euros","8,000 euros",MONEY,,,en,1.0
March 12,March 12,DATE,,,en,1.0
"this Friday, March 6","this Friday, March 6",DATE,,,en,1.0
a few weeks,a few weeks,DATE,,,en,1.0
200 liters,200 liters,QUANTITY,,,en,1.0
last Tuesday,last Tuesday,DATE,,,en,1.0
billion,billion,CARDINAL,,,en,1.0
Colonization played against the State,Colonization played against the State,WORK_OF_ART,,,en,1.0
5th,5th,ORDINAL,,,en,1.0
Tagus,Tagus,NORP,-0.03333333333333333,0.26666666666666666,en,1.0
up to 15,up to 15,CARDINAL,,,en,1.0
Roman,Roman,NORP,0.0,0.0,en,1.0
Buddhist,Buddhist,NORP,,,en,1.0
the 1st century AD,the 1st century AD,DATE,,,en,1.0
200 euros,200 euros,MONEY,,,en,1.0
the next 36 hours,the next 36 hours,TIME,,,en,1.0
48th,48th,ORDINAL,,,en,1.0
up to 5 meters,up to 5 meters,QUANTITY,,,en,1.0
"July 22, 1934","July 22, 1934",DATE,,,en,1.0
98 days,98 days,DATE,,,en,1.0
the Africa Cup,the Africa Cup,EVENT,,,en,1.0
180 kWh,180 kWh,QUANTITY,,,en,1.0
more than 30 years later,more than 30 years later,DATE,,,en,1.0
quarter,quarter,DATE,,,en,1.0
60 liters,60 liters,QUANTITY,,,en,1.0
Murtra,Murtra,PRODUCT,,,en,1.0
twelve months,twelve months,DATE,,,en,1.0
War,War,EVENT,,,en,1.0
the end of the eighties,the end of the eighties,DATE,,,en,1.0
minutes,minutes,TIME,,,en,1.0
95,95,CARDINAL,,,en,1.0
International Women's Day,International Women's Day,EVENT,,,en,1.0
Cruzados,Cruzados,NORP,,,en,1.0
a long rainy season,a long rainy season,DATE,,,en,1.0
90 years later,90 years later,DATE,,,en,1.0
two thirds,two thirds,CARDINAL,,,en,1.0
These days,These days,DATE,,,en,1.0
more than one billion,more than one billion,CARDINAL,,,en,1.0
between April,between April,DATE,,,en,1.0
"this Wednesday, April 29","this Wednesday, April 29",DATE,,,en,1.0
"March 3, 2026","March 3, 2026",DATE,,,en,1.0
the International Year of Grasslands,the International Year of Grasslands,EVENT,,,en,1.0
Colegiales,Colegiales,NORP,,,en,1.0
June to July,June to July,DATE,,,en,1.0
December 2025,December 2025,DATE,,,en,1.0
11th,11th,ORDINAL,,,en,1.0
the 2026 FIFA World Cup,the 2026 FIFA World Cup,EVENT,,,en,1.0
February 2016,February 2016,DATE,,,en,1.0
2.00,2.00,MONEY,,,en,1.0
4.00,4.00,MONEY,,,en,1.0
140,140,CARDINAL,,,en,1.0
70 below zero,70 below zero,CARDINAL,,,en,1.0
About twenty,About twenty,CARDINAL,,,en,1.0
every year,every year,DATE,,,en,1.0
the 1950s,the 1950s,DATE,,,en,1.0
Israeli,Israeli,NORP,,,en,1.0
Iranians,Iranians,NORP,,,en,1.0
Wednesday's day,Wednesday's day,DATE,,,en,1.0
three minutes,three minutes,TIME,,,en,1.0
the Six Nations,the Six Nations,FAC,,,en,1.0
1953,1953,DATE,,,en,1.0
more than eight billion,more than eight billion,CARDINAL,,,en,1.0
Vichy,Vichy,PRODUCT,,,en,1.0
the Moroccan Consulate,the Moroccan Consulate,FAC,,,en,1.0
500 km,500 km,QUANTITY,,,en,1.0
four years,four years,DATE,,,en,1.0
5 minutes,5 minutes,TIME,,,en,1.0
"today, Saturday, March 21","today, Saturday, March 21",DATE,,,en,1.0
Gutiérrez,Gutiérrez,PRODUCT,,,en,1.0
Chingotto,Chingotto,FAC,,,en,1.0
April 27,April 27,DATE,,,en,1.0
between Monday and Wednesday,between Monday and Wednesday,DATE,,,en,1.0
20°,20°,QUANTITY,,,en,1.0
9/11,9/11,DATE,,,en,1.0
Christmas,Christmas,DATE,,,en,1.0
Masterpiece,Masterpiece,WORK_OF_ART,,,en,1.0
US$ 40 million,US$ 40 million,MONEY,,,en,1.0
his first month,his first month,DATE,,,en,1.0
Sanyo,Sanyo,PRODUCT,,,en,1.0
Cuban,Cuban,NORP,,,en,1.0
the middle of Holy Week,the middle of Holy Week,DATE,,,en,1.0
73rd,73rd,ORDINAL,,,en,1.0
a busy week,a busy week,DATE,,,en,1.0
1848,1848,DATE,,,en,1.0
15th,15th,ORDINAL,,,en,1.0
an afternoon,an afternoon,TIME,,,en,1.0
more than 100 km,more than 100 km,QUANTITY,,,en,1.0
Aztec,Aztec,NORP,,,en,1.0
between Tuesday and Wednesday,between Tuesday and Wednesday,DATE,,,en,1.0
April 25,April 25,DATE,,,en,1.0
This last weekend,This last weekend,DATE,,,en,1.0
Actually Smart Summon,Actually Smart Summon,WORK_OF_ART,,,en,1.0
The thousand,The thousand,CARDINAL,,,en,1.0
'86 World Cup,'86 World Cup,DATE,,,en,1.0
welcomes spring,welcomes spring,DATE,,,en,1.0
almost a century,almost a century,DATE,,,en,1.0
April 18,April 18,DATE,,,en,1.0
1950,1950,DATE,,,en,1.0
1958,1958,DATE,,,en,1.0
Frenchman,Frenchman,NORP,,,en,1.0
1997,1997,DATE,,,en,1.0
Inter,Inter,NORP,,,en,1.0
next Thursday,next Thursday,DATE,,,en,1.0
the first quarter,the first quarter,DATE,,,en,1.0
"today, Sunday, April 5","today, Sunday, April 5",DATE,,,en,1.0
month,month,DATE,,,en,1.0
the last date,the last date,DATE,,,en,1.0
the Gran Rex:,the Gran Rex:,FAC,,,en,1.0
"Sunday, April 19, 2026","Sunday, April 19, 2026",DATE,,,en,1.0
the beginning of the season,the beginning of the season,DATE,,,en,1.0
A year ago,A year ago,DATE,,,en,1.0
"today, Sunday, April 12","today, Sunday, April 12",DATE,,,en,1.0
60,60,CARDINAL,,,en,1.0
61,61,CARDINAL,,,en,1.0
almost four decades ago,almost four decades ago,DATE,,,en,1.0
the rainy season,the rainy season,DATE,,,en,1.0
1970,1970,DATE,,,en,1.0
65 million years ago,65 million years ago,DATE,,,en,1.0
Amazon,Amazon,PRODUCT,,,en,1.0
the Colapinto Road Show,the Colapinto Road Show,FAC,,,en,1.0
Oasis of life,Oasis of life,WORK_OF_ART,,,en,1.0
"April 22, 1991","April 22, 1991",DATE,,,en,1.0
This Sunday,This Sunday,DATE,,,en,1.0
"almost 1,200","almost 1,200",CARDINAL,,,en,1.0
three million hectares,three million hectares,QUANTITY,,,en,1.0
April 12,April 12,DATE,,,en,1.0
48%,48%,PERCENT,,,en,1.0
5:30 p.m.,5:30 p.m.,TIME,,,en,1.0
'Cleopatra','Cleopatra',WORK_OF_ART,,,en,1.0
Easter,Easter,WORK_OF_ART,,,en,1.0
decades later,decades later,DATE,,,en,1.0
the beginning of 2025,the beginning of 2025,DATE,,,en,1.0
more than a quarter,more than a quarter,DATE,,,en,1.0
the age of 86,the age of 86,DATE,,,en,1.0
Piñera,Piñera,WORK_OF_ART,0.016666666666666666,0.03333333333333333,en,1.0
six-month,six-month,DATE,,,en,1.0
1966,1966,DATE,,,en,1.0
66 days,66 days,DATE,,,en,1.0
the Battle of the Flowers,the Battle of the Flowers,EVENT,,,en,1.0
"10,000 tons","10,000 tons",QUANTITY,,,en,1.0
other years,other years,DATE,,,en,1.0
more than 15 years,more than 15 years,DATE,,,en,1.0
2025-2026,2025-2026,DATE,,,en,1.0
winter season,winter season,DATE,,,en,1.0
around 1.05 million,around 1.05 million,CARDINAL,,,en,1.0
April 20 to 26,April 20 to 26,DATE,,,en,1.0
1933,1933,DATE,,,en,1.0
"almost 4,000 meters","almost 4,000 meters",QUANTITY,,,en,1.0
"today, April 9","today, April 9",DATE,,,en,1.0
April 9,April 9,DATE,,,en,1.0
"more than 4,000 meters","more than 4,000 meters",QUANTITY,,,en,1.0
Another week,Another week,DATE,,,en,1.0
The Magic Word,The Magic Word,WORK_OF_ART,,,en,1.0
between the 19th and 22nd of this month,between the 19th and 22nd of this month,DATE,,,en,1.0
a single night,a single night,TIME,,,en,1.0
the century,the century,DATE,,,en,1.0
"the night of March 30, 2026","the night of March 30, 2026",TIME,,,en,1.0
some 30 million euros,some 30 million euros,MONEY,,,en,1.0
the beginning of the decade,the beginning of the decade,DATE,,,en,1.0
Scioli,Scioli,NORP,,,en,1.0
more than 57 thousand,more than 57 thousand,CARDINAL,,,en,1.0
French Cup,French Cup,EVENT,,,en,1.0
141,141,CARDINAL,,,en,1.0
Métanle,Métanle,WORK_OF_ART,,,en,1.0
last year's,last year's,DATE,,,en,1.0
The week of April 20 to 26,The week of April 20 to 26,DATE,,,en,1.0
1991,1991,DATE,,,en,1.0
1 million liters,1 million liters,QUANTITY,,,en,1.0
Panama Canal,Panama Canal,FAC,,,en,1.0
millions of tons,millions of tons,QUANTITY,,,en,1.0
65 km/h,65 km/h,TIME,,,en,1.0
23 degrees,23 degrees,QUANTITY,,,en,1.0
June 2025,June 2025,DATE,,,en,1.0
Korean,Korean,NORP,,,en,1.0
Fornole,Fornole,PRODUCT,,,en,1.0
a record year,a record year,DATE,,,en,1.0
35 years to the day,35 years to the day,DATE,,,en,1.0
half-meter,half-meter,QUANTITY,,,en,1.0
"April 13, 1986","April 13, 1986",DATE,,,en,1.0
7:00 p.m.,7:00 p.m.,TIME,,,en,1.0
the Francisco Sánchez Rumoroso Stadium,the Francisco Sánchez Rumoroso Stadium,FAC,,,en,1.0
the first date,the first date,DATE,,,en,1.0
Crusaders,Crusaders,PRODUCT,,,en,1.0
8:30 p.m.,8:30 p.m.,TIME,,,en,1.0
May Festival,May Festival,DATE,,,en,1.0
the Battle of Flowers,the Battle of Flowers,EVENT,,,en,1.0
US$105 million,US$105 million,MONEY,,,en,1.0
Malaysian,Malaysian,NORP,,,en,1.0
the last month,the last month,DATE,,,en,1.0
52 years old,52 years old,DATE,,,en,1.0
the Pass of Tears 2026,the Pass of Tears 2026,WORK_OF_ART,,,en,1.0
400 km,400 km,QUANTITY,,,en,1.0
"Wednesday, April 9, 1986","Wednesday, April 9, 1986",DATE,,,en,1.0
one million euros,one million euros,MONEY,,,en,1.0
Only 4,Only 4,CARDINAL,,,en,1.0
51,51,CARDINAL,,,en,1.0
Only four,Only four,CARDINAL,,,en,1.0
'60s,'60s,DATE,,,en,1.0
37.2 °C,37.2 °C,MONEY,,,en,1.0
April 8,April 8,DATE,,,en,1.0
"today, Sunday, April 26","today, Sunday, April 26",DATE,,,en,1.0
more than twenty years,more than twenty years,DATE,,,en,1.0
Atlético centre,Atlético centre,FAC,,,en,1.0
16 'World Cup',16 'World Cup',EVENT,,,en,1.0
This 2026,This 2026,DATE,,,en,1.0
the Qatar World Cup,the Qatar World Cup,EVENT,,,en,1.0
47 days,47 days,DATE,,,en,1.0
around 50%,around 50%,PERCENT,,,en,1.0
"Monday, April 20 to Sunday, April 20","Monday, April 20 to Sunday, April 20",DATE,,,en,1.0
twelve,twelve,CARDINAL,,,en,1.0
an Action Plan,an Action Plan,LAW,,,en,1.0
6 years,6 years,DATE,,,en,1.0
Historical Memory,Historical Memory,WORK_OF_ART,,,en,1.0
Four Thousand,Four Thousand,EVENT,,,en,1.0
May Long Weekend 2026,May Long Weekend 2026,DATE,,,en,1.0
Street Fighter 6,Street Fighter 6,PRODUCT,,,en,1.0
Winter weekend,Winter weekend,DATE,,,en,1.0
the early morning,the early morning,TIME,,,en,1.0
"May 9, 1926","May 9, 1926",DATE,,,en,1.0
May long weekend,May long weekend,DATE,,,en,1.0
warbonus,warbonus,PRODUCT,,,en,1.0
'Love Story','Love Story',WORK_OF_ART,,,en,1.0
72nd,72nd,ORDINAL,,,en,1.0
"300,000","300,000",CARDINAL,,,en,1.0
a few months,a few months,DATE,,,en,1.0
the entire year,the entire year,DATE,,,en,1.0
all week,all week,DATE,,,en,1.0
90 square meters,90 square meters,QUANTITY,,,en,1.0
"this Saturday, March 28","this Saturday, March 28",DATE,,,en,1.0
"Saturday, March 28","Saturday, March 28",DATE,,,en,1.0
the Botanical Garden,the Botanical Garden,FAC,,,en,1.0
The Triumph of Nature,The Triumph of Nature,WORK_OF_ART,,,en,1.0
the first half of 2026,the first half of 2026,DATE,,,en,1.0
the Cup Tournament,the Cup Tournament,EVENT,,,en,1.0
"today, Monday, April 13","today, Monday, April 13",DATE,,,en,1.0
November last year,November last year,DATE,,,en,1.0
more than 96 tons,more than 96 tons,QUANTITY,,,en,1.0
"today, Saturday, March 28","today, Saturday, March 28",DATE,,,en,1.0
the 'Women,the 'Women,EVENT,,,en,1.0
between 36 and 38,between 36 and 38,CARDINAL,,,en,1.0
64 years ago,64 years ago,DATE,,,en,1.0
a couple of years,a couple of years,DATE,,,en,1.0
41 years old,41 years old,DATE,,,en,1.0
50 years ago,50 years ago,DATE,,,en,1.0
1 million,1 million,CARDINAL,,,en,1.0
"last Friday, March 20","last Friday, March 20",DATE,,,en,1.0
this season,this season,DATE,,,en,1.0
the ski days,the ski days,DATE,,,en,1.0
Wild Horse Nine,Wild Horse Nine,WORK_OF_ART,,,en,1.0
the “Sabor es Polanco”,the “Sabor es Polanco”,FAC,,,en,1.0
two-year,two-year,DATE,,,en,1.0
85,85,CARDINAL,,,en,1.0
the second day,the second day,DATE,,,en,1.0
the Atlético de Madrid,the Atlético de Madrid,FAC,,,en,1.0
the 70s and 80s,the 70s and 80s,DATE,,,en,1.0
the Majadahonda Sports City,the Majadahonda Sports City,FAC,,,en,1.0
almost day,almost day,DATE,,,en,1.0
El Niño Godzilla,El Niño Godzilla,WORK_OF_ART,,,en,1.0
day,day,DATE,,,en,1.0
around 61%,around 61%,PERCENT,,,en,1.0
"up to 2,000 meters","up to 2,000 meters",QUANTITY,,,en,1.0
$375 million,$375 million,MONEY,,,en,1.0
2030,2030,DATE,,,en,1.0
2015,2015,DATE,,,en,1.0
"more than 66,000 million euros","more than 66,000 million euros",MONEY,,,en,1.0
'85,'85,DATE,,,en,1.0
Türkiye,Türkiye,NORP,0.16666666666666666,0.5833333333333334,en,1.0
Jew,Jew,NORP,,,en,1.0
30 degrees,30 degrees,QUANTITY,,,en,1.0
35 years,35 years,DATE,,,en,1.0
Prime Video,Prime Video,FAC,,,en,1.0
"1982, 1997","1982, 1997",DATE,,,en,1.0
up to seven,up to seven,CARDINAL,,,en,1.0
"36,000 kilometers","36,000 kilometers",QUANTITY,,,en,1.0
1928-2020,1928-2020,DATE,,,en,1.0
This season,This season,DATE,,,en,1.0
32 years,32 years,DATE,,,en,1.0
Europeans,Europeans,NORP,,,en,1.0
One day,One day,DATE,,,en,1.0
the International Space Station,the International Space Station,FAC,,,en,1.0
Biennial,Biennial,EVENT,,,en,1.0
post-Nazi,post-Nazi,NORP,,,en,1.0
"today, Sunday, April 19","today, Sunday, April 19",DATE,,,en,1.0
the first half of the 20th century,the first half of the 20th century,DATE,,,en,1.0
63rd,63rd,ORDINAL,,,en,1.0
"April 1, 1974","April 1, 1974",DATE,,,en,1.0
green year,green year,DATE,,,en,1.0
just another day,just another day,DATE,,,en,1.0
this month,this month,DATE,,,en,1.0
five thousand,five thousand,CARDINAL,,,en,1.0
2017,2017,DATE,,,en,1.0
"May 3 to 23, 2026","May 3 to 23, 2026",DATE,,,en,1.0
thousands of dollars,thousands of dollars,MONEY,,,en,1.0
66%,66%,PERCENT,,,en,1.0
44%,44%,PERCENT,,,en,1.0
130 km/h,130 km/h,TIME,,,en,1.0
26 years old,26 years old,DATE,,,en,1.0
44,44,CARDINAL,,,en,1.0
between the morning and the afternoon,between the morning and the afternoon,TIME,,,en,1.0
Nazis,Nazis,NORP,,,en,1.0
Falklands,Falklands,NORP,,,en,1.0
Polish,Polish,NORP,,,en,1.0
Notes,Notes,PRODUCT,,,en,1.0
160,160,CARDINAL,,,en,1.0
"May 1, 1982","May 1, 1982",DATE,,,en,1.0
May 30,May 30,DATE,,,en,1.0
25th,25th,ORDINAL,,,en,1.0
the Movistar Arena,the Movistar Arena,FAC,,,en,1.0
"this Sunday, March 29","this Sunday, March 29",DATE,,,en,1.0
the first days of April,the first days of April,DATE,,,en,1.0
2 weeks ago,2 weeks ago,DATE,,,en,1.0
"today, Sunday, March 29","today, Sunday, March 29",DATE,,,en,1.0
"between 70,000 and 100,000 euros","between 70,000 and 100,000 euros",MONEY,,,en,1.0
2003,2003,DATE,,,en,1.0
February of last year,February of last year,DATE,,,en,1.0
the end of February 2026,the end of February 2026,DATE,,,en,1.0
a dollar upwards,a dollar upwards,MONEY,,,en,1.0
150 millimeters,150 millimeters,QUANTITY,,,en,1.0
the entire season,the entire season,DATE,,,en,1.0
a few weeks ago,a few weeks ago,DATE,,,en,1.0
more than half a million,more than half a million,CARDINAL,,,en,1.0
seven years,seven years,DATE,,,en,1.0
Clanes,Clanes,PRODUCT,,,en,1.0
This month,This month,DATE,,,en,1.0
35 years old,35 years old,DATE,,,en,1.0
this day of March 31,this day of March 31,DATE,,,en,1.0
the Jerez Grand Prix,the Jerez Grand Prix,FAC,,,en,1.0
thirty years,thirty years,DATE,,,en,1.0
Tourism Week,Tourism Week,EVENT,,,en,1.0
Fifth,Fifth,ORDINAL,,,en,1.0
these holidays,these holidays,DATE,,,en,1.0
a warrior,a warrior,WORK_OF_ART,,,en,1.0
Third,Third,ORDINAL,,,en,1.0
Asturian,Asturian,NORP,,,en,1.0
March Madness,March Madness,DATE,,,en,1.0
the age of 16,the age of 16,DATE,,,en,1.0
the end of this decade,the end of this decade,DATE,,,en,1.0
400 kilometers,400 kilometers,QUANTITY,,,en,1.0
billions of extra dollars,billions of extra dollars,MONEY,,,en,1.0
"today, Tuesday, March 31, 2026","today, Tuesday, March 31, 2026",DATE,,,en,1.0
Creole,Creole,NORP,,,en,1.0
a few days,a few days,DATE,,,en,1.0
Milan Fashion Week,Milan Fashion Week,EVENT,,,en,1.0
the Super Bowl,the Super Bowl,EVENT,,,en,1.0
Biscayan,Biscayan,NORP,,,en,1.0
the Nonguén National Park,the Nonguén National Park,FAC,,,en,1.0
the 27th,the 27th,DATE,,,en,1.0
48,48,CARDINAL,,,en,1.0
less than 22 years old,less than 22 years old,DATE,,,en,1.0
almost a million,almost a million,CARDINAL,,,en,1.0
two-thirds,two-thirds,CARDINAL,,,en,1.0
the American Conference,the American Conference,EVENT,,,en,1.0
Third winter,Third winter,DATE,,,en,1.0
Mile High,Mile High,FAC,,,en,1.0
Empower Field,Empower Field,FAC,,,en,1.0
"At least 10,000","At least 10,000",CARDINAL,,,en,1.0
One million,One million,CARDINAL,,,en,1.0
10 meters,10 meters,QUANTITY,,,en,1.0
millions of years,millions of years,DATE,,,en,1.0
Chihuahua,Chihuahua,FAC,,,en,1.0
the Gorbeia Natural Park,the Gorbeia Natural Park,FAC,,,en,1.0
more than a dozen,more than a dozen,CARDINAL,,,en,1.0
Almost 90 million,Almost 90 million,CARDINAL,,,en,1.0
"some 800,000","some 800,000",CARDINAL,,,en,1.0
27°,27°,QUANTITY,,,en,1.0
twenty,twenty,CARDINAL,,,en,1.0
"January 27, 2026","January 27, 2026",DATE,,,en,1.0
500 meters,500 meters,QUANTITY,,,en,1.0
300 l/m2,300 l/m2,MONEY,,,en,1.0
52 minutes,52 minutes,TIME,,,en,1.0
2 hours,2 hours,TIME,,,en,1.0
three hours,three hours,TIME,,,en,1.0
El Español.<!--aa--->EL ESPAÑOL,El Español.<!--aa--->EL ESPAÑOL,PRODUCT,,,en,1.0
1000 euros,1000 euros,MONEY,,,en,1.0
Winter Storm Fern,Winter Storm Fern,EVENT,,,en,1.0
minutes&nbsp,minutes&nbsp,NORP,,,en,1.0
22 hours,22 hours,TIME,,,en,1.0
57 days,57 days,DATE,,,en,1.0
The Famous Project',The Famous Project',WORK_OF_ART,,,en,1.0
at least 12,at least 12,CARDINAL,,,en,1.0
"More than 140,000","More than 140,000",CARDINAL,,,en,1.0
1998,1998,DATE,,,en,1.0
145,145,CARDINAL,,,en,1.0
Some 30,Some 30,CARDINAL,,,en,1.0
1898,1898,DATE,,,en,1.0
38 hours,38 hours,TIME,,,en,1.0
up to 9 hours,up to 9 hours,TIME,,,en,1.0
5.1 grams,5.1 grams,QUANTITY,,,en,1.0
10.8 mm,10.8 mm,QUANTITY,,,en,1.0
"this Wednesday, January 21","this Wednesday, January 21",DATE,,,en,1.0
The days,The days,DATE,,,en,1.0
"Almost 15,000","Almost 15,000",CARDINAL,,,en,1.0
The new year,The new year,DATE,,,en,1.0
8%,8%,PERCENT,,,en,1.0
later this week,later this week,DATE,,,en,1.0
about three hours,about three hours,TIME,,,en,1.0
the middle of the week,the middle of the week,DATE,,,en,1.0
Olympic Games,Olympic Games,EVENT,,,en,1.0
5.5 million,5.5 million,CARDINAL,,,en,1.0
5.5 square kilometers,5.5 square kilometers,QUANTITY,,,en,1.0
more than 10 centimeters,more than 10 centimeters,QUANTITY,,,en,1.0
700 meters,700 meters,QUANTITY,,,en,1.0
almost 600,almost 600,CARDINAL,,,en,1.0
"this Sunday, January 25","this Sunday, January 25",DATE,,,en,1.0
160 million,160 million,CARDINAL,,,en,1.0
Trinitarias,Trinitarias,NORP,,,en,1.0
three weeks,three weeks,DATE,,,en,1.0
"27,000 kilometer","27,000 kilometer",QUANTITY,,,en,1.0
28.1%,28.1%,PERCENT,,,en,1.0
"More than 9,000","More than 9,000",CARDINAL,,,en,1.0
"more than 9,000","more than 9,000",CARDINAL,,,en,1.0
Luna Park,Luna Park,FAC,,,en,1.0
nights,nights,TIME,,,en,1.0
30%,30%,PERCENT,,,en,1.0
up to 20 cm,up to 20 cm,QUANTITY,,,en,1.0
Storm Harry,Storm Harry,WORK_OF_ART,,,en,1.0
Aemet,Aemet,PRODUCT,0.00932400932400932,0.17094017094017092,en,1.0
the entire day,the entire day,DATE,,,en,1.0
close to 40°,close to 40°,CARDINAL,,,en,1.0
"110,000","110,000",CARDINAL,,,en,1.0
just a few hours,just a few hours,TIME,,,en,1.0
"3,500","3,500",CARDINAL,,,en,1.0
about 450,about 450,CARDINAL,,,en,1.0
the last days,the last days,DATE,,,en,1.0
its second week,its second week,DATE,,,en,1.0
at least three weeks,at least three weeks,DATE,,,en,1.0
15 minutes,15 minutes,TIME,,,en,1.0
120 km,120 km,QUANTITY,,,en,1.0
more than a century,more than a century,DATE,,,en,1.0
10 billion,10 billion,CARDINAL,,,en,1.0
the Pico Cibollés,the Pico Cibollés,FAC,,,en,1.0
The Wine Edition,The Wine Edition,WORK_OF_ART,,,en,1.0
four years ago,four years ago,DATE,,,en,1.0
"this Sunday, days","this Sunday, days",DATE,,,en,1.0
the first week of this month of February,the first week of this month of February,DATE,,,en,1.0
last Saturday,last Saturday,DATE,,,en,1.0
The last weekend of January,The last weekend of January,DATE,,,en,1.0
the first weeks of February,the first weeks of February,DATE,,,en,1.0
70,70,CARDINAL,,,en,1.0
38°,38°,QUANTITY,,,en,1.0
less than a week,less than a week,DATE,,,en,1.0
more than 250,more than 250,CARDINAL,,,en,1.0
The wettest January in 25 years,The wettest January in 25 years,DATE,,,en,1.0
21 years old,21 years old,DATE,,,en,1.0
"February 3, 1976","February 3, 1976",DATE,,,en,1.0
50 years later,50 years later,DATE,,,en,1.0
"764,490","764,490",CARDINAL,,,en,1.0
up to 80%,up to 80%,PERCENT,,,en,1.0
almost 30%,almost 30%,PERCENT,,,en,1.0
several exhausting days,several exhausting days,DATE,,,en,1.0
the age of 80,the age of 80,DATE,,,en,1.0
Mediterranean,Mediterranean,NORP,0.07692307692307693,0.16666666666666669,en,1.0
five centuries,five centuries,DATE,,,en,1.0
centuries-old,centuries-old,DATE,,,en,1.0
1503,1503,DATE,,,en,1.0
this beginning of the year,this beginning of the year,DATE,,,en,1.0
at least this Saturday,at least this Saturday,DATE,,,en,1.0
covid,covid,NORP,,,en,1.0
the day this Friday,the day this Friday,DATE,,,en,1.0
The summer,The summer,DATE,,,en,1.0
January 26,January 26,DATE,,,en,1.0
a Nobel Prize,a Nobel Prize,WORK_OF_ART,,,en,1.0
Latin,Latin,NORP,,,en,1.0
15 degrees,15 degrees,QUANTITY,,,en,1.0
"up to 40,000 years","up to 40,000 years",DATE,,,en,1.0
130 km,130 km,QUANTITY,,,en,1.0
Fujiwhara,Fujiwhara,NORP,,,en,1.0
2:46 p.m.,2:46 p.m.,TIME,,,en,1.0
"2,361","2,361",CARDINAL,,,en,1.0
a little over a year ago,a little over a year ago,DATE,,,en,1.0
the previous day,the previous day,DATE,,,en,1.0
6 degrees,6 degrees,QUANTITY,,,en,1.0
Generation Z,Generation Z,PRODUCT,,,en,1.0
nine in the morning,nine in the morning,TIME,,,en,1.0
"Sunday, January 18","Sunday, January 18",DATE,,,en,1.0
exit 460,exit 460,FAC,,,en,1.0
a few km,a few km,QUANTITY,,,en,1.0
1000 meters,1000 meters,QUANTITY,,,en,1.0
1ºC,1ºC,CARDINAL,,,en,1.0
March 11,March 11,DATE,,,en,1.0
a spring two years ago,a spring two years ago,DATE,,,en,1.0
fourteen,fourteen,CARDINAL,,,en,1.0
The second day,The second day,DATE,,,en,1.0
Salesian,Salesian,NORP,,,en,1.0
the beginning of December,the beginning of December,DATE,,,en,1.0
"below 15 degrees
","below 15 degrees
",QUANTITY,,,en,1.0
54%,54%,PERCENT,,,en,1.0
Copa América,Copa América,FAC,,,en,1.0
"2,200 metres","2,200 metres",QUANTITY,,,en,1.0
mid-June,mid-June,DATE,,,en,1.0
More than 20 billion,More than 20 billion,MONEY,,,en,1.0
Cooperativas Agroalimentarias-,Cooperativas Agroalimentarias-,PRODUCT,,,en,1.0
Germans,Germans,NORP,,,en,1.0
Egyptology,Egyptology,NORP,,,en,1.0
"more than 20,000 years old","more than 20,000 years old",DATE,,,en,1.0
the Max Awards,the Max Awards,EVENT,,,en,1.0
thousands and thousands,thousands and thousands,CARDINAL,,,en,1.0
20%,20%,PERCENT,,,en,1.0
"January 21, 2026","January 21, 2026",DATE,,,en,1.0
some 120,some 120,CARDINAL,,,en,1.0
Ábalos,Ábalos,NORP,,,en,1.0
Ten months later,Ten months later,DATE,,,en,1.0
almost $17 billion,almost $17 billion,MONEY,,,en,1.0
six months,six months,DATE,,,en,1.0
January 8,January 8,DATE,,,en,1.0
9th,9th,ORDINAL,,,en,1.0
"more than 2,300","more than 2,300",CARDINAL,,,en,1.0
8 degrees,8 degrees,QUANTITY,,,en,1.0
221,221,CARDINAL,,,en,1.0
40%,40%,PERCENT,,,en,1.0
the coldest day,the coldest day,DATE,,,en,1.0
Kings' Day,Kings' Day,EVENT,,,en,1.0
Three Kings Day,Three Kings Day,DATE,,,en,1.0
the coldest months of the year,the coldest months of the year,DATE,,,en,1.0
"January 1, 2026","January 1, 2026",DATE,,,en,1.0
1%,1%,PERCENT,,,en,1.0
Red Eléctrica de España,Red Eléctrica de España,FAC,,,en,1.0
last April,last April,DATE,,,en,1.0
the Junta de Andalucía,the Junta de Andalucía,PRODUCT,,,en,1.0
just over a month,just over a month,DATE,,,en,1.0
"today, Saturday, January 10","today, Saturday, January 10",DATE,,,en,1.0
"below 1,000 meters","below 1,000 meters",QUANTITY,,,en,1.0
less than 100 euros,less than 100 euros,MONEY,,,en,1.0
The 10 days,The 10 days,DATE,,,en,1.0
a dozen,a dozen,CARDINAL,,,en,1.0
