,phrase,label,sentiment,subjectivity,language,count
the Houston Astros,the Houston Astros,ORG,0.03125,0.0,en,1.0
AAA,AAA,ORG,0.15,0.0,en,1.0
Italy Final,Italy Final,ORG,0.18333333333333335,0.0,en,1.0
Renaissance,Renaissance,ORG,0.5,0.0,en,1.0
Copa Libertadores,Copa Libertadores,ORG,0.0,0.0,en,1.0
France Football,France Football,ORG,0.35357142857142854,0.0,en,1.0
Coyoacán,Coyoacán,ORG,0.0,0.0,en,1.0
TreceBits,TreceBits,ORG,0.21666666666666667,0.0,en,1.0
the Council of Ministers,the Council of Ministers,ORG,0.08333333333333333,0.0,en,1.0
Adif,Adif,ORG,0.0,0.0,en,1.0
Club Leno,Club Leno,ORG,0.04833333333333332,0.0,en,1.0
The Valencia City Council,The Valencia City Council,ORG,-0.025,0.0,en,1.0
Sad Cat Studios,Sad Cat Studios,ORG,-0.21666666666666667,0.0,en,1.0
the Casanis Group,the Casanis Group,ORG,0.0,0.0,en,1.0
Ñuble,Ñuble,ORG,0.0,0.0,en,1.0
Nota Blu,Nota Blu,ORG,0.03727272727272728,0.0,en,1.0
the Council of State,the Council of State,ORG,0.15000000000000002,0.0,en,1.0
Sierra Espuña,Sierra Espuña,ORG,0.0,0.0,en,1.0
Villa Española,Villa Española,ORG,0.0,0.0,en,1.0
The Council of State,The Council of State,ORG,-0.0625,0.0,en,1.0
Commerce,Commerce,ORG,0.0,0.0,en,1.0
The Costa Rica National Team,The Costa Rica National Team,ORG,0.0,0.0,en,1.0
the Uruguayan Basketball League,the Uruguayan Basketball League,ORG,-0.125,0.0,en,1.0
NBA,NBA,ORG,-0.125,0.0,en,1.0
Coachella,Coachella,ORG,0.7,0.0,en,1.0
CBS,CBS,ORG,0.06818181818181818,0.0,en,1.0
United Nations,United Nations,ORG,0.07575757575757576,0.0,en,1.0
the Hospitality of Spain,the Hospitality of Spain,ORG,0.0,0.0,en,1.0
Michoacán,Michoacán,ORG,0.016666666666666663,0.0,en,1.0
the VI State Labor Agreement,the VI State Labor Agreement,ORG,0.0,0.0,en,1.0
European AI,European AI,ORG,-0.05,0.0,en,1.0
La Noche de Aimar',La Noche de Aimar',ORG,0.0,0.0,en,1.0
Forza Horizon,Forza Horizon,ORG,0.0,0.0,en,1.0
Paw Patrol',Paw Patrol',ORG,0.25,0.0,en,1.0
"the ""super Niño","the ""super Niño",ORG,0.16666666666666666,0.0,en,1.0
Social Dialogue,Social Dialogue,ORG,0.03333333333333333,0.0,en,1.0
the Social Dialogue,the Social Dialogue,ORG,0.044444444444444446,0.0,en,1.0
Niño,Niño,ORG,-0.3055555555555556,0.0,en,1.0
The United States National Oceanic and Atmospheric Administration,The United States National Oceanic and Atmospheric Administration,ORG,0.1,0.0,en,1.0
the Climate Prediction Center,the Climate Prediction Center,ORG,-0.1,0.0,en,1.0
Interstelar,Interstelar,ORG,0.16717171717171717,0.0,en,1.0
the Andalusian Center for Contemporary Art,the Andalusian Center for Contemporary Art,ORG,0.16717171717171717,0.0,en,1.0
Nikon,Nikon,ORG,0.0,0.0,en,1.0
FOMO,FOMO,ORG,0.35,0.0,en,1.0
AWD,AWD,ORG,-0.05555555555555555,0.0,en,1.0
bZ4X,bZ4X,ORG,0.325,0.0,en,1.0
the Uruguayan Wool Secretariat,the Uruguayan Wool Secretariat,ORG,0.11363636363636363,0.0,en,1.0
WHO,WHO,ORG,0.06818181818181818,0.0,en,1.0
Pirelli Cyber,Pirelli Cyber,ORG,0.0,0.0,en,1.0
Pirell,Pirell,ORG,0.0,0.0,en,1.0
The Trump Administration,The Trump Administration,ORG,0.0,0.0,en,1.0
the Justice Fund,the Justice Fund,ORG,0.0,0.0,en,1.0
HuffPost,HuffPost,ORG,0.0,0.0,en,1.0
the Congress of Deputies,the Congress of Deputies,ORG,0.0,0.0,en,1.0
Elle,Elle,ORG,0.4166666666666667,0.0,en,1.0
the Barcelona Supercomputing Center,the Barcelona Supercomputing Center,ORG,-0.05,0.0,en,1.0
the Premier League,the Premier League,ORG,0.8,0.0,en,1.0
TSK,TSK,ORG,0.0,0.0,en,1.0
norda,norda,ORG,0.0,0.0,en,1.0
The Simpsons Hit & Run,The Simpsons Hit & Run,ORG,1.0,0.0,en,1.0
Abbott,Abbott,ORG,0.1,0.0,en,1.0
the FEMA Review Council,the FEMA Review Council,ORG,0.0,0.0,en,1.0
​​what,​​what,ORG,0.35,0.0,en,1.0
La Industria Responde 7,La Industria Responde 7,ORG,0.0,0.0,en,1.0
the National Meat Institute,the National Meat Institute,ORG,-0.15,0.0,en,1.0
Pedregal Gardens,Pedregal Gardens,ORG,0.16666666666666666,0.0,en,1.0
McDonald,McDonald,ORG,0.0,0.0,en,1.0
Seville Symphony,Seville Symphony,ORG,0.13636363636363635,0.0,en,1.0
the Royal Symphony Orchestra,the Royal Symphony Orchestra,ORG,0.19783549783549784,0.0,en,1.0
ROSS,ROSS,ORG,0.19783549783549784,0.0,en,1.0
AI Vision,AI Vision,ORG,0.13636363636363635,0.0,en,1.0
Bespoke AI,Bespoke AI,ORG,0.25,0.0,en,1.0
Mossos,Mossos,ORG,0.0,0.0,en,1.0
the Reina Sofía Museum,the Reina Sofía Museum,ORG,0.0,0.0,en,1.0
The Minister of Health of Spain,The Minister of Health of Spain,ORG,0.0,0.0,en,1.0
The Internal Displacement Monitoring Center,The Internal Displacement Monitoring Center,ORG,-0.05,0.0,en,1.0
The Washington Post,The Washington Post,ORG,0.0,0.0,en,1.0
Starmer,Starmer,ORG,0.0,0.0,en,1.0
Cavani,Cavani,ORG,0.2,0.0,en,1.0
"the ""Super El Niño","the ""Super El Niño",ORG,0.3333333333333333,0.0,en,1.0
the Toyota Land Cruiser,the Toyota Land Cruiser,ORG,0.10000000000000002,0.0,en,1.0
WMO,WMO,ORG,0.5,0.0,en,1.0
Premier League,Premier League,ORG,0.125,0.0,en,1.0
Hospitality,Hospitality,ORG,0.0,0.0,en,1.0
The Economic and Fiscal Crime Unit of the Po,The Economic and Fiscal Crime Unit of the Po,ORG,0.35,0.0,en,1.0
the Creativity Club,the Creativity Club,ORG,0.0,0.0,en,1.0
the Society of Australian Merino Breeders of Uruguay,the Society of Australian Merino Breeders of Uruguay,ORG,0.00714285714285715,0.0,en,1.0
the National Colonization Institute (INC),the National Colonization Institute (INC),ORG,0.00714285714285715,0.0,en,1.0
Texas A&M,Texas A&M,ORG,0.05,0.0,en,1.0
Defense Priorities,Defense Priorities,ORG,-0.05,0.0,en,1.0
the Three Gorges,the Three Gorges,ORG,-0.2277777777777778,0.0,en,1.0
The Three Gorges Dam,The Three Gorges Dam,ORG,0.2,0.0,en,1.0
Neuquén,Neuquén,ORG,0.25,0.0,en,1.0
Atmospheric Administration of the United States,Atmospheric Administration of the United States,ORG,0.19999999999999998,0.0,en,1.0
Headquarters,Headquarters,ORG,0.10833333333333335,0.0,en,1.0
Human Rights Watch,Human Rights Watch,ORG,-0.18125,0.0,en,1.0
World Engineering,World Engineering,ORG,0.0,0.0,en,1.0
the Norwegian Casper Ruud,the Norwegian Casper Ruud,ORG,0.2,0.0,en,1.0
Red Hot Chili Peppers,Red Hot Chili Peppers,ORG,0.0875,0.0,en,1.0
the Clipex Experiences,the Clipex Experiences,ORG,0.0,0.0,en,1.0
Battle Beast,Battle Beast,ORG,0.0,0.0,en,1.0
Planeta Cómic,Planeta Cómic,ORG,-0.05681818181818182,0.0,en,1.0
the Catholic channel EWTN News,the Catholic channel EWTN News,ORG,0.0,0.0,en,1.0
the Department for Communications,the Department for Communications,ORG,0.0,0.0,en,1.0
Canarinha,Canarinha,ORG,0.39999999999999997,0.0,en,1.0
Tetracampeonato,Tetracampeonato,ORG,0.39999999999999997,0.0,en,1.0
the Ministry of the Environment,the Ministry of the Environment,ORG,0.17142857142857143,0.0,en,1.0
Energy Control,Energy Control,ORG,0.0,0.0,en,1.0
C Day,C Day,ORG,0.0,0.0,en,1.0
the National Disaster Prevention and Response Service (Senapred,the National Disaster Prevention and Response Service (Senapred,ORG,0.1,0.0,en,1.0
the National Court,the National Court,ORG,-0.13333333333333333,0.0,en,1.0
Y Combinator,Y Combinator,ORG,0.4375,0.0,en,1.0
Ferraz,Ferraz,ORG,0.0,0.0,en,1.0
CSIC,CSIC,ORG,0.0,0.0,en,1.0
the CSIC Astrobiology Center,the CSIC Astrobiology Center,ORG,-0.1,0.0,en,1.0
Executive,Executive,ORG,0.125,0.0,en,1.0
Fedetur,Fedetur,ORG,0.0,0.0,en,1.0
Feijóo,Feijóo,ORG,0.0,0.0,en,1.0
Albares,Albares,ORG,0.0,0.0,en,1.0
Flotilla,Flotilla,ORG,-0.125,0.0,en,1.0
Uni,Uni,ORG,-0.125,0.0,en,1.0
the technical institute,the technical institute,ORG,-0.025,0.0,en,1.0
Víctor Moreno Catena,Víctor Moreno Catena,ORG,0.0,0.0,en,1.0
the Sánchez Government,the Sánchez Government,ORG,0.0,0.0,en,1.0
Valladolid,Valladolid,ORG,0.31666666666666665,0.0,en,1.0
the National Academy of Medicine,the National Academy of Medicine,ORG,0.13636363636363635,0.0,en,1.0
ABC,ABC,ORG,0.25,0.0,en,1.0
Tedeum,Tedeum,ORG,-0.3888888888888889,0.0,en,1.0
Casa Rosada,Casa Rosada,ORG,0.0,0.0,en,1.0
Conservation Reserve,Conservation Reserve,ORG,-0.03333333333333333,0.0,en,1.0
Codelco,Codelco,ORG,-0.3,0.0,en,1.0
CACE,CACE,ORG,0.0,0.0,en,1.0
BTS,BTS,ORG,0.016666666666666666,0.0,en,1.0
Second Professional Division,Second Professional Division,ORG,0.05,0.0,en,1.0
Colapinto,Colapinto,ORG,0.4666666666666666,0.0,en,1.0
El Mundo,El Mundo,ORG,0.08333333333333333,0.0,en,1.0
Vito,Vito,ORG,0.08035714285714285,0.0,en,1.0
Now Books,Now Books,ORG,0.1,0.0,en,1.0
OPEC,OPEC,ORG,0.0,0.0,en,1.0
Barbacid,Barbacid,ORG,0.0,0.0,en,1.0
the University of Bordeaux,the University of Bordeaux,ORG,0.0,0.0,en,1.0
TPS,TPS,ORG,0.06818181818181818,0.0,en,1.0
the Supreme Court's,the Supreme Court's,ORG,0.06818181818181818,0.0,en,1.0
the First League,the First League,ORG,0.125,0.0,en,1.0
Global Forest Watch,Global Forest Watch,ORG,0.0,0.0,en,1.0
ChileBio,ChileBio,ORG,0.06818181818181818,0.0,en,1.0
the Chilean Insurers Association,the Chilean Insurers Association,ORG,0.0,0.0,en,1.0
the Gambian Embassy,the Gambian Embassy,ORG,0.5,0.0,en,1.0
Disney,Disney,ORG,0.3,0.0,en,1.0
the Buenos Aires Grain Exchange,the Buenos Aires Grain Exchange,ORG,0.0062500000000000056,0.0,en,1.0
Colbún,Colbún,ORG,-0.08333333333333333,0.0,en,1.0
the Global Sumud Flotilla,the Global Sumud Flotilla,ORG,0.07500000000000001,0.0,en,1.0
the Foreign Ministry,the Foreign Ministry,ORG,-0.125,0.0,en,1.0
Baires,Baires,ORG,0.10000000000000002,0.0,en,1.0
km²,km²,ORG,0.0,0.0,en,1.0
Coastal,Coastal,ORG,0.12323232323232321,0.0,en,1.0
ASMR,ASMR,ORG,0.0,0.0,en,1.0
Angliru,Angliru,ORG,0.0,0.0,en,1.0
The University of Córdoba,The University of Córdoba,ORG,0.0,0.0,en,1.0
"the Ministry of Agriculture, Fisheries and Food","the Ministry of Agriculture, Fisheries and Food",ORG,0.0,0.0,en,1.0
Hearst,Hearst,ORG,0.0,0.0,en,1.0
the Justice Department's,the Justice Department's,ORG,0.1375,0.0,en,1.0
Academy of Sciences,Academy of Sciences,ORG,0.0,0.0,en,1.0
UAE,UAE,ORG,0.0,0.0,en,1.0
Sports and Recreation,Sports and Recreation,ORG,0.4,0.0,en,1.0
The Ministry of Defense,The Ministry of Defense,ORG,0.0,0.0,en,1.0
ALEH,ALEH,ORG,0.0,0.0,en,1.0
the Republican Party,the Republican Party,ORG,0.1,0.0,en,1.0
Paseo de la Victoria,Paseo de la Victoria,ORG,0.05000000000000001,0.0,en,1.0
Pluto,Pluto,ORG,0.0,0.0,en,1.0
Bezzecchi,Bezzecchi,ORG,0.18666666666666668,0.0,en,1.0
Aprilia,Aprilia,ORG,0.18666666666666668,0.0,en,1.0
Guerrilla Marketing on,Guerrilla Marketing on,ORG,0.25,0.0,en,1.0
Galaxy,Galaxy,ORG,0.6,0.0,en,1.0
Monumenta,Monumenta,ORG,0.0,0.0,en,1.0
Club Atlético River Plate,Club Atlético River Plate,ORG,0.016666666666666666,0.0,en,1.0
IDB,IDB,ORG,0.016666666666666666,0.0,en,1.0
ARCA,ARCA,ORG,0.4,0.0,en,1.0
WRC,WRC,ORG,0.0,0.0,en,1.0
the World Rally Championship,the World Rally Championship,ORG,-0.06666666666666667,0.0,en,1.0
Aespa,Aespa,ORG,0.5,0.0,en,1.0
the Ministry of Agriculture of the neighboring country,the Ministry of Agriculture of the neighboring country,ORG,0.0,0.0,en,1.0
Grand Prix,Grand Prix,ORG,0.3333333333333333,0.0,en,1.0
The Central Bank,The Central Bank,ORG,0.06944444444444445,0.0,en,1.0
El Niño 2026,El Niño 2026,ORG,0.35,0.0,en,1.0
Sony Interactive Entertainment,Sony Interactive Entertainment,ORG,0.13636363636363635,0.0,en,1.0
SIE,SIE,ORG,0.13636363636363635,0.0,en,1.0
HELLDIVERS,HELLDIVERS,ORG,0.13636363636363635,0.0,en,1.0
ExoExperts,ExoExperts,ORG,0.13636363636363635,0.0,en,1.0
Condé,Condé,ORG,0.5,0.0,en,1.0
Podemos,Podemos,ORG,0.0,0.0,en,1.0
Ciudadanos,Ciudadanos,ORG,0.0,0.0,en,1.0
Catalina de los Ríos,Catalina de los Ríos,ORG,0.14772727272727273,0.0,en,1.0
the global banking association,the global banking association,ORG,0.0,0.0,en,1.0
the World Press Photo 2026,the World Press Photo 2026,ORG,0.3333333333333333,0.0,en,1.0
FinteChile,FinteChile,ORG,0.5,0.0,en,1.0
Nubank,Nubank,ORG,0.125,0.0,en,1.0
Revolut,Revolut,ORG,0.125,0.0,en,1.0
SD Worx,SD Worx,ORG,0.0,0.0,en,1.0
the Rolling Stones,the Rolling Stones,ORG,0.0,0.0,en,1.0
Compass,Compass,ORG,0.0,0.0,en,1.0
the El Libro Foundation's,the El Libro Foundation's,ORG,0.0,0.0,en,1.0
MacBook,MacBook,ORG,0.0,0.0,en,1.0
the Meteorological Service of Catalonia,the Meteorological Service of Catalonia,ORG,0.0,0.0,en,1.0
Irisarri,Irisarri,ORG,0.0,0.0,en,1.0
Álava,Álava,ORG,-0.11666666666666667,0.0,en,1.0
La Rioja,La Rioja,ORG,-0.11666666666666667,0.0,en,1.0
the Jet Set Club,the Jet Set Club,ORG,0.0,0.0,en,1.0
BBC Mundo,BBC Mundo,ORG,0.5,0.0,en,1.0
Civil Protection,Civil Protection,ORG,0.0,0.0,en,1.0
Universitario,Universitario,ORG,0.15416666666666665,0.0,en,1.0
The Civil Guard,The Civil Guard,ORG,0.0,0.0,en,1.0
Pentagon,Pentagon,ORG,-0.008333333333333331,0.0,en,1.0
Sant Feliu de Guíxols,Sant Feliu de Guíxols,ORG,-0.125,0.0,en,1.0
the Montevideo Marathon,the Montevideo Marathon,ORG,0.0,0.0,en,1.0
the Department of Physical Education,the Department of Physical Education,ORG,0.4,0.0,en,1.0
the New York Times,the New York Times,ORG,0.17575757575757575,0.0,en,1.0
the US Army,the US Army,ORG,0.3375,0.0,en,1.0
Group D,Group D,ORG,0.016666666666666663,0.0,en,1.0
ge,ge,ORG,0.0,0.0,en,1.0
Digital Humanism 3,Digital Humanism 3,ORG,0.1787878787878788,0.0,en,1.0
Rural del Prado,Rural del Prado,ORG,0.5,0.0,en,1.0
The Grand Champions of Argentina,The Grand Champions of Argentina,ORG,0.5,0.0,en,1.0
Foral Community,Foral Community,ORG,0.2,0.0,en,1.0
Inter Miami,Inter Miami,ORG,0.7,0.0,en,1.0
Antonelli,Antonelli,ORG,0.0,0.0,en,1.0
Police,Police,ORG,-0.020833333333333332,0.0,en,1.0
The Emergency Service of the Government of Cantabria,The Emergency Service of the Government of Cantabria,ORG,0.2333333333333333,0.0,en,1.0
the Cervantes Institute,the Cervantes Institute,ORG,0.37878787878787873,0.0,en,1.0
the United States Congress,the United States Congress,ORG,0.0,0.0,en,1.0
Cartago,Cartago,ORG,0.1,0.0,en,1.0
La Línea de la Concepción,La Línea de la Concepción,ORG,0.07500000000000001,0.0,en,1.0
Hoya de la Mora,Hoya de la Mora,ORG,0.0,0.0,en,1.0
Canadian Beef Cattle Association,Canadian Beef Cattle Association,ORG,0.08333333333333333,0.0,en,1.0
AWS,AWS,ORG,0.16666666666666666,0.0,en,1.0
CNN,CNN,ORG,0.13636363636363635,0.0,en,1.0
the Foral Community of Navarra,the Foral Community of Navarra,ORG,0.0,0.0,en,1.0
Dacia,Dacia,ORG,0.2916666666666667,0.0,en,1.0
LPG,LPG,ORG,0.13636363636363635,0.0,en,1.0
the Pew Research Center,the Pew Research Center,ORG,-0.015909090909090914,0.0,en,1.0
Kid Cudi's,Kid Cudi's,ORG,0.0,0.0,en,1.0
MIA,MIA,ORG,0.0,0.0,en,1.0
Claro Arena,Claro Arena,ORG,0.0,0.0,en,1.0
Loris Capirossi,Loris Capirossi,ORG,0.0,0.0,en,1.0
Taladro,Taladro,ORG,0.4,0.0,en,1.0
Leonardo,Leonardo,ORG,0.2892857142857143,0.0,en,1.0
Associated Press,Associated Press,ORG,0.0,0.0,en,1.0
The Military Emergency Unit,The Military Emergency Unit,ORG,-0.1,0.0,en,1.0
UME,UME,ORG,-0.1,0.0,en,1.0
Magamers,Magamers,ORG,0.5,0.0,en,1.0
El E,El E,ORG,0.5,0.0,en,1.0
ChatGPT,ChatGPT,ORG,0.08333333333333333,0.0,en,1.0
THE ASSOCIATED PRESS The,THE ASSOCIATED PRESS The,ORG,-0.06666666666666667,0.0,en,1.0
Consell,Consell,ORG,-0.04924242424242424,0.0,en,1.0
Commuter Plan,Commuter Plan,ORG,-0.04924242424242424,0.0,en,1.0
the Valencian Government,the Valencian Government,ORG,0.0,0.0,en,1.0
Science Advances,Science Advances,ORG,0.0,0.0,en,1.0
Sorraia,Sorraia,ORG,-0.2,0.0,en,1.0
technoligarchs,technoligarchs,ORG,0.0,0.0,en,1.0
Editorial Plan Panini,Editorial Plan Panini,ORG,0.0,0.0,en,1.0
Marvel Spain Magazine,Marvel Spain Magazine,ORG,0.5,0.0,en,1.0
Toyota Argentina,Toyota Argentina,ORG,0.06818181818181818,0.0,en,1.0
Yaris Cross,Yaris Cross,ORG,0.06818181818181818,0.0,en,1.0
​​were,​​were,ORG,0.4,0.0,en,1.0
Nutresa,Nutresa,ORG,-0.125,0.0,en,1.0
Chrysler,Chrysler,ORG,-0.07777777777777779,0.0,en,1.0
Carnivals,Carnivals,ORG,-0.6999999999999998,0.0,en,1.0
Edu Saz,Edu Saz,ORG,0.35,0.0,en,1.0
La Niña,La Niña,ORG,0.0,0.0,en,1.0
MSP,MSP,ORG,-0.3333333333333333,0.0,en,1.0
the State Agency for Me,the State Agency for Me,ORG,0.18571428571428572,0.0,en,1.0
MotoGP,MotoGP,ORG,0.0,0.0,en,1.0
The National Meteorological Institute of Brazil,The National Meteorological Institute of Brazil,ORG,0.0,0.0,en,1.0
The Great Pyramid,The Great Pyramid,ORG,0.8,0.0,en,1.0
Sony Pictures Animation,Sony Pictures Animation,ORG,0.0,0.0,en,1.0
The Mountain Rescue and Intervention Group,The Mountain Rescue and Intervention Group,ORG,0.0,0.0,en,1.0
the Benasque Civil Guard,the Benasque Civil Guard,ORG,0.0,0.0,en,1.0
the Argentine Federation of Agricultural Machinery Contractors,the Argentine Federation of Agricultural Machinery Contractors,ORG,0.5,0.0,en,1.0
VAR,VAR,ORG,0.275,0.0,en,1.0
Inca,Inca,ORG,0.10000000000000002,0.0,en,1.0
Trinitarios de Córdoba,Trinitarios de Córdoba,ORG,0.0,0.0,en,1.0
the Miguel Servet Hospital,the Miguel Servet Hospital,ORG,0.05,0.0,en,1.0
Myalgic,Myalgic,ORG,0.06666666666666667,0.0,en,1.0
City Council,City Council,ORG,0.0625,0.0,en,1.0
Epstein,Epstein,ORG,0.0,0.0,en,1.0
MILENIO,MILENIO,ORG,0.18333333333333335,0.0,en,1.0
Griselda Siciliani's,Griselda Siciliani's,ORG,-0.15,0.0,en,1.0
the European Council,the European Council,ORG,0.03409090909090909,0.0,en,1.0
the National Wine Institute,the National Wine Institute,ORG,0.0,0.0,en,1.0
A24,A24,ORG,0.0,0.0,en,1.0
congress,congress,ORG,0.06666666666666672,0.0,en,1.0
CJEU,CJEU,ORG,0.5,0.0,en,1.0
The Xunta de Galicia,The Xunta de Galicia,ORG,0.5,0.0,en,1.0
Alcalá de Henares,Alcalá de Henares,ORG,0.0,0.0,en,1.0
the Best Chocolatier,the Best Chocolatier,ORG,0.75,0.0,en,1.0
KAMILA HRABCHUK,KAMILA HRABCHUK,ORG,0.03125,0.0,en,1.0
Rally Sweden,Rally Sweden,ORG,-0.05,0.0,en,1.0
The Ministry of Ecological Transition,The Ministry of Ecological Transition,ORG,-0.16666666666666666,0.0,en,1.0
IAG,IAG,ORG,0.0,0.0,en,1.0
British Airways,British Airways,ORG,-0.08333333333333333,0.0,en,1.0
sertón,sertón,ORG,0.125,0.0,en,1.0
Olympique de Marseille,Olympique de Marseille,ORG,0.0,0.0,en,1.0
Racing de Strasbourg,Racing de Strasbourg,ORG,0.5,0.0,en,1.0
the Special Civil Protection Plan of Cantabria,the Special Civil Protection Plan of Cantabria,ORG,0.0857142857142857,0.0,en,1.0
Filante,Filante,ORG,0.16666666666666666,0.0,en,1.0
Koleos,Koleos,ORG,0.0,0.0,en,1.0
the Popular Party (PP,the Popular Party (PP,ORG,0.2833333333333333,0.0,en,1.0
the Junta de Andalucía,the Junta de Andalucía,ORG,0.2833333333333333,0.0,en,1.0
the World Government,the World Government,ORG,0.3,0.0,en,1.0
Subaru WRX Sedan,Subaru WRX Sedan,ORG,0.0,0.0,en,1.0
Subaru Uruguay,Subaru Uruguay,ORG,0.0,0.0,en,1.0
Grana,Grana,ORG,0.05,0.0,en,1.0
CLA,CLA,ORG,0.06818181818181818,0.0,en,1.0
Kingdoms,Kingdoms,ORG,0.3,0.0,en,1.0
Lacrem,Lacrem,ORG,0.13636363636363635,0.0,en,1.0
Farggi ice cream brands,Farggi ice cream brands,ORG,0.13636363636363635,0.0,en,1.0
Clásico Argentino,Clásico Argentino,ORG,0.0,0.0,en,1.0
Cheyne Capital,Cheyne Capital,ORG,0.0,0.0,en,1.0
The Chilean Meteorological Directorate,The Chilean Meteorological Directorate,ORG,-0.0625,0.0,en,1.0
CFE,CFE,ORG,0.0,0.0,en,1.0
Santa Fe,Santa Fe,ORG,0.13636363636363635,0.0,en,1.0
Black Hawk,Black Hawk,ORG,-0.041666666666666664,0.0,en,1.0
Cauca,Cauca,ORG,-0.041666666666666664,0.0,en,1.0
Ghost Forest,Ghost Forest,ORG,0.0,0.0,en,1.0
Bárcena Mayor,Bárcena Mayor,ORG,0.25,0.0,en,1.0
Solidarity,Solidarity,ORG,0.0,0.0,en,1.0
Antena 3,Antena 3,ORG,0.0,0.0,en,1.0
Mart,Mart,ORG,-0.08333333333333333,0.0,en,1.0
Santander Bank,Santander Bank,ORG,0.4333333333333333,0.0,en,1.0
U22,U22,ORG,-0.30000000000000004,0.0,en,1.0
Valencia Basket,Valencia Basket,ORG,-0.30000000000000004,0.0,en,1.0
MagSafe,MagSafe,ORG,0.0,0.0,en,1.0
A19,A19,ORG,0.0,0.0,en,1.0
the National Civil Protection Meeting,the National Civil Protection Meeting,ORG,0.0,0.0,en,1.0
Milano,Milano,ORG,0.0,0.0,en,1.0
Instagram Stories,Instagram Stories,ORG,-0.05,0.0,en,1.0
Maxwell,Maxwell,ORG,-0.05,0.0,en,1.0
AMC,AMC,ORG,0.0,0.0,en,1.0
Montaña de Lure,Montaña de Lure,ORG,0.0,0.0,en,1.0
Nils',Nils',ORG,0.09375,0.0,en,1.0
The Azteca Stadium,The Azteca Stadium,ORG,0.2,0.0,en,1.0
the Sinaloa Cartel,the Sinaloa Cartel,ORG,0.0,0.0,en,1.0
Elizalde,Elizalde,ORG,-0.15625,0.0,en,1.0
Mercedes Ron's,Mercedes Ron's,ORG,0.5,0.0,en,1.0
UNICEF,UNICEF,ORG,0.0,0.0,en,1.0
the Chile Fund,the Chile Fund,ORG,0.0,0.0,en,1.0
the UNICEF International Development Cooperation Agency,the UNICEF International Development Cooperation Agency,ORG,0.0,0.0,en,1.0
JAMES ELLINGWORTH MILAN,JAMES ELLINGWORTH MILAN,ORG,0.21666666666666667,0.0,en,1.0
CAC,CAC,ORG,0.0,0.0,en,1.0
the Teatro Falla,the Teatro Falla,ORG,1.0,0.0,en,1.0
The Irrigation Club,The Irrigation Club,ORG,0.8,0.0,en,1.0
the CAF International Economic Forum,the CAF International Economic Forum,ORG,0.12000000000000002,0.0,en,1.0
Magazindie,Magazindie,ORG,0.0,0.0,en,1.0
REE,REE,ORG,0.09523809523809523,0.0,en,1.0
Magazine Marvel,Magazine Marvel,ORG,0.16666666666666666,0.0,en,1.0
Crisis-Bombón,Crisis-Bombón,ORG,0.0,0.0,en,1.0
the Calasso Foundation,the Calasso Foundation,ORG,0.0,0.0,en,1.0
Petro,Petro,ORG,0.0,0.0,en,1.0
Spanish Navy,Spanish Navy,ORG,0.0,0.0,en,1.0
the New York Stock Exchange,the New York Stock Exchange,ORG,0.3181818181818182,0.0,en,1.0
The United Nations,The United Nations,ORG,0.06666666666666667,0.0,en,1.0
xAI,xAI,ORG,-0.25,0.0,en,1.0
Morena,Morena,ORG,0.5,0.0,en,1.0
AirPods,AirPods,ORG,0.4083333333333333,0.0,en,1.0
Oysho,Oysho,ORG,0.25000000000000006,0.0,en,1.0
the Faculty of Marine Sciences,the Faculty of Marine Sciences,ORG,0.0,0.0,en,1.0
Matalascañas,Matalascañas,ORG,0.0,0.0,en,1.0
Primera,Primera,ORG,0.024999999999999994,0.0,en,1.0
COB,COB,ORG,0.3333333333333333,0.0,en,1.0
the Provincial Fire Management Service,the Provincial Fire Management Service,ORG,0.0,0.0,en,1.0
Service,Service,ORG,0.0,0.0,en,1.0
Featured News,Featured News,ORG,0.0,0.0,en,1.0
incendies de forêts sous un,incendies de forêts sous un,ORG,0.0,0.0,en,1.0
the General Vehicle Regulations,the General Vehicle Regulations,ORG,0.10416666666666667,0.0,en,1.0
the Argentine Football Association,the Argentine Football Association,ORG,0.2681818181818182,0.0,en,1.0
meteotsunami,meteotsunami,ORG,-0.1,0.0,en,1.0
Del,Del,ORG,0.0,0.0,en,1.0
Chavista Intelligence,Chavista Intelligence,ORG,0.0,0.0,en,1.0
Pollo,Pollo,ORG,-0.05,0.0,en,1.0
the San Jorge Hospital,the San Jorge Hospital,ORG,0.016666666666666666,0.0,en,1.0
Colombian Ombudsman,Colombian Ombudsman,ORG,-0.125,0.0,en,1.0
Ombudsman's,Ombudsman's,ORG,-0.125,0.0,en,1.0
The Emergency Coordination Center,The Emergency Coordination Center,ORG,-0.05,0.0,en,1.0
Mazarrón,Mazarrón,ORG,0.0,0.0,en,1.0
TWA,TWA,ORG,0.1,0.0,en,1.0
Barón Rojo,Barón Rojo,ORG,0.0,0.0,en,1.0
Azores,Azores,ORG,0.0,0.0,en,1.0
PANTICOSA,PANTICOSA,ORG,-0.08333333333333333,0.0,en,1.0
HUESCA,HUESCA,ORG,-0.08333333333333333,0.0,en,1.0
EUROPA PRESS,EUROPA PRESS,ORG,-0.08333333333333333,0.0,en,1.0
Monte Moro,Monte Moro,ORG,-0.3166666666666667,0.0,en,1.0
KLM,KLM,ORG,-0.6,0.0,en,1.0
